"","Year","Location","Month","Avg_MaxTemp","Avg_MinTemp","Avg_Temp_Fluctuation","State","avg_temp"
"1",2007,"Canberra","December",25.1193548387097,13.3129032258065,11.8064516129032,"New South Wales",19.2161290322581
"2",2007,"Canberra","November",25.0533333333333,11.7533333333333,13.3,"New South Wales",18.4033333333333
"3",2008,"Adelaide","August",14.7870967741935,6.50645161290323,8.28064516129032,"South Australia",10.6467741935484
"4",2008,"Adelaide","December",25.4967741935484,15.4032258064516,10.0935483870968,"South Australia",20.45
"5",2008,"Adelaide","July",14.7774193548387,7.40645161290323,7.37096774193548,"South Australia",11.091935483871
"6",2008,"Adelaide","November",24.71,14.25,10.46,"South Australia",19.48
"7",2008,"Adelaide","October",24.09,12.0266666666667,12.3,"South Australia",18.0583333333333
"8",2008,"Adelaide","September",20.3866666666667,9.57666666666667,10.81,"South Australia",14.9816666666667
"9",2008,"Albany","December",20.7096774193548,14.4866666666667,6.24666666666667,"Western Australia",17.5981720430108
"10",2008,"AliceSprings","December",34.641935483871,20.9032258064516,13.7387096774194,"Northern Territory",27.7725806451613
"11",2008,"Ballarat","December",21.3774193548387,8.77096774193548,12.6064516129032,"Victoria",15.0741935483871
"12",2008,"Bendigo","December",25.2548387096774,11.0354838709677,14.2193548387097,"Victoria",18.1451612903226
"13",2008,"Brisbane","August",21.6354838709677,8.91290322580645,12.7225806451613,"Queensland",15.2741935483871
"14",2008,"Brisbane","December",30.2354838709677,20.6967741935484,9.53870967741936,"Queensland",25.4661290322581
"15",2008,"Brisbane","July",20.5838709677419,10.4193548387097,10.1645161290323,"Queensland",15.5016129032258
"16",2008,"Brisbane","November",28.17,19.27,8.9,"Queensland",23.72
"17",2008,"Brisbane","October",24.8733333333333,14.7166666666667,10.1275862068966,"Queensland",19.795
"18",2008,"Brisbane","September",24.55,14.49,10.06,"Queensland",19.52
"19",2008,"Cairns","December",32.6064516129032,24.4806451612903,8.1258064516129,"Queensland",28.5435483870968
"20",2008,"Canberra","April",19.5,5.18333333333333,14.3166666666667,"New South Wales",12.3416666666667
"21",2008,"Canberra","August",12.841935483871,0.329032258064516,12.5129032258065,"New South Wales",6.58548387096774
"22",2008,"Canberra","December",25.2612903225806,11.8967741935484,13.3645161290323,"New South Wales",18.5790322580645
"23",2008,"Canberra","February",24.5724137931034,12.7,11.8724137931034,"New South Wales",18.6362068965517
"24",2008,"Canberra","January",29.1258064516129,15.3483870967742,13.7774193548387,"New South Wales",22.2370967741935
"25",2008,"Canberra","July",11.6903225806452,-0.0838709677419355,11.7741935483871,"New South Wales",5.80322580645161
"26",2008,"Canberra","June",14.5366666666667,4.41333333333333,10.1233333333333,"New South Wales",9.475
"27",2008,"Canberra","March",25.9870967741935,10.8677419354839,15.1193548387097,"New South Wales",18.4274193548387
"28",2008,"Canberra","May",17.2322580645161,2.53870967741935,14.6935483870968,"New South Wales",9.88548387096774
"29",2008,"Canberra","November",23.5366666666667,10.5633333333333,12.9733333333333,"New South Wales",17.05
"30",2008,"Canberra","October",23.0258064516129,7.19032258064516,15.8354838709677,"New South Wales",15.108064516129
"31",2008,"Canberra","September",18.0133333333333,3.86,14.1533333333333,"New South Wales",10.9366666666667
"32",2008,"Darwin","August",32.5838709677419,19.5161290322581,13.0677419354839,"Northern Territory",26.05
"33",2008,"Darwin","December",32.2290322580645,25.2774193548387,6.95161290322581,"Northern Territory",28.7532258064516
"34",2008,"Darwin","July",31.2161290322581,18.0806451612903,13.1354838709677,"Northern Territory",24.6483870967742
"35",2008,"Darwin","November",34.2466666666667,26.2333333333333,8.01333333333333,"Northern Territory",30.24
"36",2008,"Darwin","October",34.4322580645161,25.0709677419355,9.36129032258065,"Northern Territory",29.7516129032258
"37",2008,"Darwin","September",33.34,23.21,10.13,"Northern Territory",28.275
"38",2008,"GoldCoast","December",29.7193548387097,20.4,9.3,"Queensland",25.0596774193548
"39",2008,"Hobart","August",13.7225806451613,4.55483870967742,9.16774193548387,"Tasmania",9.13870967741935
"40",2008,"Hobart","December",20.1548387096774,10.1806451612903,9.9741935483871,"Tasmania",15.1677419354839
"41",2008,"Hobart","July",11.6935483870968,3.88387096774194,7.80967741935484,"Tasmania",7.78870967741936
"42",2008,"Hobart","November",18.18,9.46,8.72,"Tasmania",13.82
"43",2008,"Hobart","October",18.9741935483871,8.82903225806452,10.1451612903226,"Tasmania",13.9016129032258
"44",2008,"Hobart","September",16.5233333333333,7.09666666666667,9.42666666666667,"Tasmania",11.81
"45",2008,"Launceston","December",20.8225806451613,9.56451612903226,11.258064516129,"Tasmania",15.1935483870968
"46",2008,"Newcastle","December",28.2827586206897,17.3357142857143,10.8769230769231,"New South Wales",22.809236453202
"47",2008,"Perth","August",19.7903225806452,5.62258064516129,14.1677419354839,"Western Australia",12.7064516129032
"48",2008,"Perth","December",27.7838709677419,15.5967741935484,12.1870967741935,"Western Australia",21.6903225806452
"49",2008,"Perth","July",17.9258064516129,7.25483870967742,10.6709677419355,"Western Australia",12.5903225806452
"50",2008,"Perth","November",23.5633333333333,12.4466666666667,11.1166666666667,"Western Australia",18.005
"51",2008,"Perth","October",23.9774193548387,12.1258064516129,11.8516129032258,"Western Australia",18.0516129032258
"52",2008,"Perth","September",20.3931034482759,9.59333333333333,10.748275862069,"Western Australia",14.9932183908046
"53",2008,"Sydney","April",21.5166666666667,13.9066666666667,7.61,"New South Wales",17.7116666666667
"54",2008,"Sydney","August",17.341935483871,8.1258064516129,9.21612903225807,"New South Wales",12.7338709677419
"55",2008,"Sydney","December",25.9032258064516,18.0774193548387,7.8258064516129,"New South Wales",21.9903225806452
"56",2008,"Sydney","February",24.751724137931,18.5034482758621,6.24827586206897,"New South Wales",21.6275862068966
"57",2008,"Sydney","July",17.2129032258065,8.29032258064516,8.92258064516129,"New South Wales",12.7516129032258
"58",2008,"Sydney","June",18.6066666666667,11.91,6.69666666666667,"New South Wales",15.2583333333333
"59",2008,"Sydney","March",25.0677419354839,17.3645161290323,7.70322580645161,"New South Wales",21.2161290322581
"60",2008,"Sydney","May",20.5354838709677,11.4,9.13548387096774,"New South Wales",15.9677419354839
"61",2008,"Sydney","November",23.6633333333333,16.6833333333333,6.98,"New South Wales",20.1733333333333
"62",2008,"Sydney","October",23.1645161290323,14.5322580645161,8.63225806451613,"New South Wales",18.8483870967742
"63",2008,"Sydney","September",21.38,12.2366666666667,9.14333333333333,"New South Wales",16.8083333333333
"64",2008,"Townsville","December",32.0354838709677,25.5483870967742,6.48709677419355,"Queensland",28.791935483871
"65",2008,"Wollongong","December",24.0827586206897,16.9392857142857,7.025,"New South Wales",20.5110221674877
"66",2009,"Adelaide","April",22.85,12.9666666666667,9.88333333333333,"South Australia",17.9083333333333
"67",2009,"Adelaide","August",18.2193548387097,9.44516129032258,8.7741935483871,"South Australia",13.8322580645161
"68",2009,"Adelaide","December",28.5161290322581,15.9,12.6161290322581,"South Australia",22.208064516129
"69",2009,"Adelaide","February",31.3892857142857,18.725,12.6642857142857,"South Australia",25.0571428571429
"70",2009,"Adelaide","January",32.0032258064516,17.9322580645161,14.0709677419355,"South Australia",24.9677419354839
"71",2009,"Adelaide","July",15.7838709677419,8.99354838709677,6.79032258064516,"South Australia",12.3887096774194
"72",2009,"Adelaide","June",16.4766666666667,8.60333333333333,7.87333333333333,"South Australia",12.54
"73",2009,"Adelaide","March",26.2774193548387,15.0935483870968,11.1838709677419,"South Australia",20.6854838709677
"74",2009,"Adelaide","May",18.1161290322581,10.5322580645161,7.58387096774194,"South Australia",14.3241935483871
"75",2009,"Adelaide","November",30.8433333333333,18.0133333333333,12.83,"South Australia",24.4283333333333
"76",2009,"Adelaide","October",21.9225806451613,11.4935483870968,10.4290322580645,"South Australia",16.708064516129
"77",2009,"Adelaide","September",19.5533333333333,10.5,9.05333333333333,"South Australia",15.0266666666667
"78",2009,"Albany","April",20.59,14.3333333333333,6.25666666666667,"Western Australia",17.4616666666667
"79",2009,"Albany","August",16.6129032258065,9.36451612903226,7.24838709677419,"Western Australia",12.9887096774194
"80",2009,"Albany","December",20.8161290322581,14.9129032258065,5.90322580645161,"Western Australia",17.8645161290323
"81",2009,"Albany","February",23.1928571428571,16.888,6.524,"Western Australia",20.0404285714286
"82",2009,"Albany","January",22.9903225806452,16.7266666666667,6.27,"Western Australia",19.8584946236559
"83",2009,"Albany","July",16.2,9.64193548387097,6.55806451612903,"Western Australia",12.9209677419355
